id,text,category,rating
20091+3,风险提示：农药出口退税变动风险；新项目正常运行风险。,0,0
20092+3,,0,0
20093+3,2、燕京研究：走过并购低谷，市场整合初见成效，2.1低成本战略成本不低扩张路径：1997年燕京上市之初，生产能力不足80万吨，但在主要市场北京地区市场占有率已超过90%；1997年主营业务收入11.72亿，净利润达到1.86亿元，净利润率和ROE分别为：15.8%和16.8%。公司选择了对外扩张。扩张方向一是兼并其它区域效益并不好的小厂，二是进入生物科技、风险投资、金融投资等其他领域，寻找新的利润增长点。仅1999年-2001年3年间，燕京就兼并收购包括江西、赣州、无名、包头、衡阳和襄樊等9家子公司，势头迅猛。到2009年底，去除破产清算子公司，旗下子公司总数达到21家。,1,0
20094+3,风险提示。（1）宏观经济及政策变动的风险；（2）钢价波动的风险；（3）公司主要依赖现货矿，矿价上涨侵蚀钢材利润的风险；（4）向集团及AM定向增发可能抑制短期股价表现。,1,1
20095+3,投资风险：电解铝价格低于预期；煤价低于预期；公司与赵固能源生产计划的执行风险。,1,1
20096+3,投资风险：金价降低；成本控制不力；生产计划的执行风险；资产注入的不确定性。,1,1
20097+3,,1,1
20098+3,,1,1
20099+3,,0,1
200910+3,,0,1
200911+3,,1,0
200912+3,,0,1
200913+3,,1,0
200914+3,,1,1
200915+3,不确定因素：25万台商用豆浆机项目可投入使用期尚不明确，以及存在豆料销售渠道方面的风险。,1,1
200916+3,,1,1
200917+3,,1,1
200918+3,评级面临的主要风险关连交易比例较高而公司透明度较低、油价波动和技术风险。,0,1
200919+3,,1,1
200920+3,虽然公司也在园区和扬州等地有房地产项目，但规模偏小无法对公司整体经营产生实质影响。走出去将成为公司未来发展的重要方向，一来可以降低公司区域经营的风险，二来可以快速提升经营规模。从华侨城集团的经营模式来看，旅游能够提升地产的价值，地产能够降低旅游的经营风险，两者可以形成良性互动。公司中报中披露了“正在研究苏州乐园品牌效应的提升与输出，探索‘旅游+地产’的协同效应，拓展房地产业务新的发展空间”。由于建造时间较早，苏州的苏州乐园未能与公司的房地产业务互动起来，未来苏州乐园将成为公司异地业务发展的排头兵，用其来提升房地产业务的竞争力。苏州乐园的规模决定了未来公司采用“旅游+地产”模式拓展的城市将以中小城市为主。,0,1
200921+3,定制生产模式和矩阵式产品结构保证了公司的难以复制性和公司增长的稳定性，再加之农药中间体和医药中间体独特的弱周期特点，使得公司具有较强的抗风险能力。我们上调公司09-11年的每股收益至0.90元、1.19元和1.46元的判断。鉴于公司的行业地位和业绩稳定性、成长性和强抗风险能力，我们认为可给予公司30倍市盈率。以10年业绩1.19元和30倍市盈率计算，公司12个月合理股价为35.70元，还有约44%的上升空间，维持“短期强烈推荐、长期A”的评级。,1,1
200922+3,,1,1
200923+3,,0,1
200924+3,,1,1
200925+3,,0,1
200926+3,,1,1
200927+3,,1,1
200928+3,,1,1
200929+3,,1,1
200930+3,坚定认为公司是食品饮料行业最具长期投资价值的A股上市公司。（1）品牌战略；（2）公司发展战略；（3）组织结构；（4）经营管理等中长期影响因素是公司长期投资价值的基础，也是我们认为公司是快速消费品行业中最具长期投资价值的上市公司的关键依据，具体可参看公司深度报告《青岛啤酒（600600）深度研究报告：投资价值基础确定业绩拐点渐行渐近》。2007年以来公司进行了以优化价值链为主的组织变革和业务流程再造，将公司总部和原有的七个区域营销公司依据公司总体价值链进行专业化分工，成立投资、营销和制造三大中心的一体化运营的管理架构，建立了“结构一体化、资源集约化、分工专业化和执行一致性”的组织体系，同时采取了与变革相配套的团队建设、财务控制、风险防范等措施，确保变革稳步推进。,1,1
200931+3,,1,1
200932+3,,1,1
200933+3,风险提示。1.公司燃料成本上涨的风险；2.广东地区电力需求下降的风险；3.其他关于新项目审批、电价核定等政策性风险。,0,1
200934+3,,1,1
200935+3,,1,0
200936+3,,1,1
200937+3,"风险提示：本次发行仍需股东大会审议通过，尚需银监会、证监会的核准。迅嘉机构内参-http://www.123678.net-2-图1：宁波银行资本充足率处于上市银行较高水平（2009H）数据来源：公司定期报告，齐鲁证券研究所表1：宁波银行当前资本状况可支持其业务发展至少至2010年宁波银行2007A2008A2009H2009E2010E2011E资本净额8,4369,2959,69710,22111,74513,268其中:核心资本净额7,6278,4038,7339,37910,90212,426附属资本8089551,0851,0851,0851,085扣减项0125243243243243加权风险资产净额40,17357,56175,53979,434107,236139,407",0,0
200938+3,,0,1
200939+3,,1,1
200940+3,公司兼具资源增长和整合预期，我们判断其管理风险已成既往，未来前景乐观。维持“增持”评级。,0,1
200941+3,,1,1
200942+3,,1,1
200943+3,,0,1
200944+3,风险提示：⑴宏观经济未能有效企稳，导致下游需求下滑的风险；⑵资本市场系统性风险；⑶美国对铜版纸采取的反倾销一旦成立，将对公司铜版纸业务造成一定的负面冲击。,1,1
200945+3,风险提示：⑴宏观经济未能有效企稳，导致下游需求下滑的风险；⑵资本市场系统性风险；⑶美国对铜版纸采取的反倾销一旦成立，将对公司铜版纸业务造成一定的负面冲击。,1,1
200946+3,,1,1
200947+3,,1,1
200948+3,,1,1
200949+3,◆城商行规模高速扩张带来快速资本消耗截至09年中期，宁波银行核心资本充足率和资本充足率分别为11.56%和12.84%，高于国有银行和全国性股份制银行，但低于另两家城商行北京银行和南京银行的资本充足水平。由于公司的规模基数低，随着跨区经营以及后续多元化战略的实施，业务的高速成长可能会带来资本的快速消耗；随着对资本充足监管的加强，公司进行定向增发补充核心资本从中长期的角度考虑具备一定的合理性。按此逻辑，我们不排除处于高速规模扩张中的另两家城商行（即北京银行和南京银行）亦会在适当的时机出台再融资计划。截至09年中期，北京银行的资本充足水平为13.48%和16.12%；南京银行为13.31%和15.20%，处于较高水平◆2009-2012年可支撑的最大风险加权资产规模复合增速约为38%按12%和9%的最低资本充足要求，我们基于一定假设，对2009-2012年可支撑的最大风险加权资产规模进行了粗算；现有融资方案顺利实施后，对应2009-2012年四年间的风险加权资产最大复合增速为38%左右。此外，考虑到2009年宽松的货币政策环境，预计09年风险加权资产同比增速将达到50%左右。,0,1
200950+3,未来六个月内，维持评级“跑赢大市”；目标价格为20元/股暂维持对公司2009～2011年的每股收益为0.34元、0.85元、1.04元预期，该股09年35倍PE似适中，2010年14.02倍PE则明显低估，存倍增空间。我们仍看重公司未来疫苗业务深度开发对估值的支撑，无疑，其风险因素也来自疫苗业务扩张进程中遭遇挫折。,1,1
200951+3,,0,1
200952+3,,1,1
200953+3,,0,1
200954+3,,1,1
200955+3,,0,0
200956+3,,0,0
200957+3,,0,0
200958+3,,1,1
200959+3,,1,1
200960+3,,0,1
200961+3,,0,1
200962+3,,0,1
200963+3,,1,0
200964+3,（三）、三大因素促使石油消费向好，聚丙烯、溶剂油等产品价格继续看好目前全球石油消费随着经济复苏已经再现明显好转，美国等发达国家石油消费增长现了由负变正的明显好转，中国等发展中国家更是出现了10%以上石油消费增长。这种石油消费的增长主要来自三个方面：一是全球经济恢复使得民间消费信心增长，带动了石油下游消费增长，比如染料和助剂消费和汽车目前就增长很快，特别是发达国家消费的增长已经使我国染料出口环比猛增，染料和助剂的消费从产业链远端带动了石油消费的增长。二是中国、美国、印度等石油消费大国近期加大了石油战略储备，随着中国四大战略储备库的建成，国内石油战略储备日见增长。如下图，美国的战略储备近期也出现了较快的增长。三是随着北半球冬季取暖季的到来，全球各大石油商取暖油储量必然增加，尽管有人预测今年暖冬现象比较明显，但石油商油储不会因为天气预测这种不确定因素而改变。,0,0
200965+3,谨慎预测开工率为50%。T钢铁行业消耗了80%以上的焦炭，钢铁行业的景气度是公司项目成败的关键因素。目前焦化产能严重过剩，主流焦化厂商在09年1季度的开工率甚至只有30-40%。T尽管2季度后焦化行业开工率反弹至70%以上，但我们认为在“调结构”的大背景下，漳南的焦化业务面临的风险是显而易见的。作为河北省重点扶持民营企业，漳南证照齐全，焦化产能较大，抵御政策调控的风险较强。,1,1
200966+3,,1,0
200967+3,,0,1
200968+3,,0,1
200969+3,一是由于银监会更严的监管要求，发次级债补充附属资本的难度加大。第二由于城商行正处于快速扩张期，近几年不论异地分行的设立还是资产规模都会迅速上升，对资本消耗较大，今年上半年14家上市银行中，股份制银行和国有银行的资本充足率平均下降了1个百分点，而城商行的资本充足率则平均下降了5个百分点。同时由于城商行规模小、抗风险能力弱的特点，需要保持充足资本抵抗风险并支撑资产的快速扩张。■存在风险：,0,0
200970+3,评级面临的主要风险股改遗留问题拖累公司再融资的审批。,1,1
200971+3,,1,1
200972+3,,0,1
200973+3,,0,1
200974+3,风险提示下游客户转换供应商风险。子公司控制风险。,1,1
200975+3,,1,1
200976+3,但是建议关注公司增发新股带来的股本扩张风险及增发完成后释放业绩动力减弱的风险。,1,0
200977+3,,1,1
200978+3,,1,1
200979+3,,1,1
200980+3,4.风险提示。1、需求回落；2、煤价上涨。,0,0
200981+3,,1,1
200982+3,2.成长性提升公司价值。目前公司筹建及拟投资的可控项目达到367.15万千瓦，是已投产项目装机容量的63.17%，成长性较好。河源电力项目（2*60万千瓦）分别在2008年12月和2009年8月投产，2009年2月份，公司董事会通过了关于投资建设滨海电厂一期2*100万千瓦“上大压小”项目、义和塔拉30万千瓦风电项目及装机容量共计10.2万千瓦的垃圾发电项目议案。在这我们认为需要关注的是，公司向华能集团出售了满洲里40万千瓦热电项目的控股权，可能意味着公司在开拓全国市场战略的转变。我们认为通过与大集团合作，将有利于降低公司的市场风险，提高竞争效率。,0,1
200983+3,,0,0
200984+3,北京银行：北京银行 风险偏好低 短期发展可期2）风险偏好低，客户质量好。深圳分行是按照总行的风险偏好进行客户的选择，分行贷款的客户主要以政府背景贷款、中字头企业延伸贷款、知名大型企业贷款为主，中小企业贷款少。该分行风险偏好低，资产质量让人放心。我们的判断：北京银行信贷成本会维持在低位，北京银行深圳分行的资产质量让人放心，其较低的风险偏好是维持低信贷成本的重要保证。贷款增速短期会在较高水平，随着分行和支行的开设，短期的业务拓展可期，但产品同质性制约其长期发展。费用率不会因为异地扩张大幅度上涨，资源、品牌和规模是其扩张的动力。资金收益率由于其客户结构仍会处于上市银行排名的下端。,0,0
200985+3,（二）、海内外多管齐下，公司储量接替率持续上升在有效控制投资的前提下，中国石油突出资源战略，继续加强油气勘探。油气勘探优先保障预探项目及风险勘探项目，优化方案部署和实施，取得一批重要成果，特别是松辽盆地、渤海湾盆地、鄂尔多斯盆地、塔里木盆地、准噶尔盆地及四川盆地等取得重要进展，为全年储量增长奠定了基础。油气田开发突出效益优先，强调整体产运销平衡，根据市场变化，合理调整原油产量和产能建设规划，保持了生产经营均衡平稳运行。深入开展老油田精细挖潜和二次开发工程，提升老油田稳产水平，坚持新油田整体开发，努力提高新建产能到位率，并根据形势变化加快长庆、塔里木及吉林等油田新区产能建设步伐，为长远发展创造了条件。今年上半年公司积极抓住低油价战略机遇，突出重点，拓展海外油气合作，签署了包括伊拉克鲁迈拉油田在内的多个海外合作项目。同时努力组织海外油气项目增储上产，国际业务对公司的贡献率逐步增大。2009年上半年，公司油气操作成本为8.59美元/桶，比2008年上半年的8.75美元/桶下降1.8%，剔除汇率变动影响，操作成本同比降低5.0%。,0,1
200986+3,,1,1
200987+3,,1,1
200988+3,,1,1
200989+3,,1,1
200990+3,,1,1
200991+3,,1,1
200992+3,,1,1
200993+3,2.资产质量稳定，拨备进一步上升。三季度公司不良额与不良率继续双降，不良贷款下降主要得益于不良贷款有效清收，预计全年不良贷款能稳定在目前的水平。前两年公司不良贷款余额增长主要是一些不可抗因素造成，如汶川地震带来18亿坏账。公司拥有强的风险管理理念，贷前审批、贷时及贷后管理都执行严格的风险管理，不良率长期处在业内最好水平之列，未来仍有望保持较好的资产质量。,0,1
200994+3,,0,0
200995+3,,0,1
200996+3,,1,0
200997+3,,0,0
200998+3,,0,1
200999+3,目前，公司生产钢绞线和钢帘线的原材料供应商为宝钢、武钢等大型钢铁企业，其中部分出口型产品的原材料同样需要进口购买。销售环节中，公司每月初根据客户的采购计划并结合公司供销情况，在与客户确认购销数量及金额后，签署订单并执行，避免制造型企业的高价库存可能带来的风险。,1,1
2009100+3,,1,1
2009101+3,,1,1
2009102+3,,0,1
2009103+3,,1,1
2009104+3,风险因素。1)公司作为国家认定的重点扶持高新技术企业，其享有的“三减两免”所得税优惠及增值税退税政策，存在较大不确定性；2）公司产品单一局限于自力自动化电源设备，易受电力行业景气波动影响。,1,0
